Nr,Group,Position,Locus,K*,Df,Signif.,Nr inf.,Meanrank-ac,Mean-ac,Nr-ac,Meanrank-ad,Mean-ad,Nr-ad,Meanrank-bc,Mean-bc,Nr-bc,Meanrank-bd,Mean-bd,Nr-bd,Meanrank-ee,Mean-ee,Nr-ee,Meanrank-ef,Mean-ef,Nr-ef,Meanrank-eg,Mean-eg,Nr-eg,Meanrank-fg,Mean-fg,Nr-fg,Meanrank-hh,Mean-hh,Nr-hh,Meanrank-hk,Mean-hk,Nr-hk,Meanrank-kk,Mean-kk,Nr-kk,Meanrank-h-,Mean-h-,Nr-h-,Meanrank-k-,Mean-k-,Nr-k-,Meanrank-ll,Mean-ll,Nr-ll,Meanrank-lm,Mean-lm,Nr-lm,Meanrank-nn,Mean-nn,Nr-nn,Meanrank-np,Mean-np,Nr-np
1030,LG7,2.046,HY_sc7_1039045,0.178,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,26.2,0.79,20,27.5,0.809091,33,,,0,,,0
1031,LG7,4.232,S7_2585462,0.328,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,27.8,0.821429,28,26.2,0.78,25,,,0,,,0,,,0,,,0,,,0,,,0,,,0
1032,LG7,4.232,S7_2585510,0.328,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,27.8,0.821429,28,26.2,0.78,25,,,0,,,0,,,0,,,0,,,0,,,0,,,0
1033,LG7,10.192,HY_sc7_2247129,0.372,2,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,27,0.817647,17,27.8,0.813636,22,25.7,0.764286,14,,,0,,,0,,,0,,,0,,,0,,,0
1034,LG7,11.44,S7_2454624,0.064,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,26.7,0.8,33,27.4,0.805,20,,,0,,,0
1035,LG7,11.44,S7_2454665,0.064,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,27.4,0.805,20,26.7,0.8,33,,,0,,,0
1036,LG7,13.102,S7_3340315,0.141,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,26.6,0.796875,32,27.6,0.809524,21,,,0,,,0
1037,LG7,14.637,S7_1024105,0.027,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,27.2,0.803226,31,26.7,0.8,22,,,0,,,0,,,0,,,0,,,0,,,0,,,0
1038,LG7,16.532,HY_sc7_3838398,0.141,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,26.6,0.796875,32,27.6,0.809524,21,,,0,,,0
1039,LG7,16.532,S7_3878264,0.141,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,26.6,0.796875,32,27.6,0.809524,21,,,0,,,0
1040,LG7,16.532,S7_3889548,0.141,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,26.6,0.796875,32,27.6,0.809524,21,,,0,,,0
1041,LG7,16.532,HY_sc30_137828212,0.141,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,27.6,0.809524,21,26.6,0.796875,32,,,0,,,0
1042,LG7,16.532,S7_4018045,0.141,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,27.6,0.809524,21,26.6,0.796875,32,,,0,,,0
1043,LG7,16.532,ab7_4018083,0.141,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,27.6,0.809524,21,26.6,0.796875,32,,,0,,,0
1044,LG7,16.621,HY_sc7_3635025,0.205,2,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,26.1,0.773333,15,27.6,0.809524,21,27,0.817647,17,,,0,,,0,,,0,,,0,,,0,,,0
1045,LG7,18.195,S7_3690328,0.141,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,26.6,0.796875,32,27.6,0.809524,21,,,0,,,0,,,0,,,0,,,0,,,0,,,0
1046,LG7,20.066,HY_sc30_59903861,0.382,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,26.2,0.79,30,28,0.817391,23,,,0,,,0
1047,LG7,20.066,S7_4444941,0.382,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,26.2,0.79,30,28,0.817391,23,,,0,,,0
1048,LG7,22.146,S7_4425198,0.324,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,26.5,0.8,36,28.1,0.805882,17,,,0,,,0,,,0,,,0,,,0,,,0,,,0
1049,LG7,24.035,S14_10610095,0.382,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,26.2,0.79,30,28,0.817391,23,,,0,,,0
1050,LG7,27.655,S14_10607624,0.141,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,26.6,0.796875,32,27.6,0.809524,21,,,0,,,0
1051,LG7,37.168,HY_sc30_133061829,0.613,1,-      ,51,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,25.2,0.779412,34,27.5,0.835294,17,,,0,,,0
1052,LG7,37.199,S6_358272,0.107,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,27.5,0.815385,26,26.6,0.788889,27,,,0,,,0,,,0,,,0,,,0,,,0,,,0
1053,LG7,41.028,S7_15014841,0.961,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,28.4,0.826923,26,25.7,0.777778,27,,,0,,,0,,,0,,,0,,,0,,,0,,,0
1054,LG7,43.878,HY_sc7_16189148,0.183,1,-      ,44,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,22.9,0.806897,29,21.8,0.806667,15,,,0,,,0
1055,LG7,49.846,HY_sc7_11209724,4.179,1,**     ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,29.1,0.844118,34,23.2,0.726316,19,,,0,,,0
1056,LG7,52.682,HY_sc30_138504402,2.201,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,28.8,0.836667,30,24.7,0.756522,23,,,0,,,0
1057,LG7,53.839,S7_9347455,1.833,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,28.7,0.834483,29,24.9,0.7625,24,,,0,,,0,,,0,,,0,,,0,,,0,,,0
1058,LG7,56.992,S7_15994069,2.201,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,28.8,0.836667,30,24.7,0.756522,23,,,0,,,0
1059,LG7,59.328,S7_18027368,1.217,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,28.5,0.82963,27,25.4,0.773077,26,,,0,,,0
1060,LG7,60.749,HY_sc7_18252017,1.507,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,28.6,0.832143,28,25.2,0.768,25,,,0,,,0
1061,LG7,60.749,S7_16457510,1.507,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,28.6,0.832143,28,25.2,0.768,25,,,0,,,0
1062,LG7,60.749,S7_16912914,1.507,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,28.6,0.832143,28,25.2,0.768,25,,,0,,,0
1063,LG7,60.749,HY_sc7_15947802,1.507,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,25.2,0.768,25,28.6,0.832143,28,,,0,,,0
1064,LG7,60.749,S7_17089234,1.507,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,25.2,0.768,25,28.6,0.832143,28,,,0,,,0
1065,LG7,60.749,S7_16780565,1.507,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,25.2,0.768,25,28.6,0.832143,28,,,0,,,0
1066,LG7,60.749,HY_sc7_18326062,1.507,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,28.6,0.832143,28,25.2,0.768,25,,,0,,,0
1067,LG7,63.01,HY_sc7_8260051,5.64,2,*      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,21.2,0.669231,13,28.8,0.836667,30,29.1,0.87,10,,,0,,,0,,,0,,,0,,,0,,,0
1068,LG7,63.281,HY_sc7_8408003,4.752,2,*      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,22,0.685714,14,28.7,0.834483,29,29.1,0.87,10,,,0,,,0,,,0,,,0,,,0,,,0
1069,LG7,64.597,S7_12769289,0.738,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,25.9,0.782143,28,28.3,0.824,25,,,0,,,0
1070,LG7,64.597,HY_sc7_13511464,0.738,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,25.9,0.782143,28,28.3,0.824,25,,,0,,,0
1071,LG7,64.852,HY_sc7_12279728,0.961,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,28.4,0.826923,26,25.7,0.777778,27,,,0,,,0
1072,LG7,66.089,S7_11443187,1.217,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,28.5,0.82963,27,25.4,0.773077,26,,,0,,,0
1073,LG7,66.089,HY_sc7_14967619,1.217,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,28.5,0.82963,27,25.4,0.773077,26,,,0,,,0
1074,LG7,66.089,HY_sc7_14682448,1.217,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,28.5,0.82963,27,25.4,0.773077,26,,,0,,,0
1075,LG7,66.089,S7_11780161,1.217,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,28.5,0.82963,27,25.4,0.773077,26,,,0,,,0
1076,LG7,67.304,HY_sc7_14379444,1.507,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,28.6,0.832143,28,25.2,0.768,25,,,0,,,0
1077,LG7,68.904,S7_13712297,1.507,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,28.6,0.832143,28,25.2,0.768,25,,,0,,,0
1078,LG7,72.629,HY_sc7_14675203,2.613,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,28.9,0.83871,31,24.3,0.75,22,,,0,,,0
1079,LG7,73.378,HY_sc7_8631706,1.857,2,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,28.5,0.815789,19,24.9,0.7625,24,29.1,0.87,10,,,0,,,0,,,0,,,0,,,0,,,0
1080,LG7,74.233,HY_sc30_99553473,0.227,1,-      ,51,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,25.4,0.79,30,26.8,0.809524,21,,,0,,,0
1081,LG7,78.708,HY_sc30_142746409,0.008,1,-      ,51,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,25.9,0.8,33,26.2,0.794444,18,,,0,,,0
1082,LG7,82.652,S30_4210354,0.178,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,26.2,0.79,20,27.5,0.809091,33,,,0,,,0
1083,LG7,85.503,HY_sc30_138961109,0.476,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,26.3,0.797143,35,28.3,0.811111,18,,,0,,,0
1084,LG7,88.701,HY_sc30_161623154,0.016,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,26.9,0.802941,34,27.2,0.8,19,,,0,,,0
1085,LG23,0,HY_sc23_783254,1.217,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,28.6,0.846154,26,25.5,0.759259,27,,,0,,,0
1086,LG23,3.862,S23_19456898,0.742,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,25.9,0.768966,29,28.3,0.841667,24,,,0,,,0
1087,LG23,3.862,HY_sc23_804638,0.742,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,25.9,0.768966,29,28.3,0.841667,24,,,0,,,0
1088,LG23,3.862,HY_sc23_506383,0.742,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,25.9,0.768966,29,28.3,0.841667,24,,,0,,,0
1089,LG23,3.862,S23_19160412,0.742,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,25.9,0.768966,29,28.3,0.841667,24,,,0,,,0
1090,LG23,12.855,S23_17039994,0.387,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,28,0.836364,22,26.3,0.777419,31,,,0,,,0,,,0,,,0,,,0,,,0,,,0
1091,LG23,17.168,S23_18080804,2.182,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,28.9,0.851724,29,24.8,0.741667,24,,,0,,,0
1092,LG23,18.594,HY_sc23_2348061,2.583,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,28.9,0.853333,30,24.5,0.734783,23,,,0,,,0
1093,LG23,23.167,HY_sc23_2634643,1.11,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,25.9,0.775758,33,28.9,0.845,20,,,0,,,0
1094,LG23,24.617,HY_sc23_4678373,0.247,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,26.4,0.793548,31,27.8,0.813636,22,,,0,,,0
1095,LG23,29.617,S23_17796340,2.678,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,24.9,0.753571,28,29.4,0.856,25,,,0,,,0
1096,LG23,31.432,S23_17664696,0.961,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,28.4,0.826923,26,25.7,0.777778,27,,,0,,,0
1097,LG23,31.432,S23_17334923,0.961,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,25.7,0.777778,27,28.4,0.826923,26,,,0,,,0
1098,LG23,32.731,HY_sc23_3413567,0.485,2,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,28.8,0.866667,9,26.3,0.777419,31,27.5,0.815385,13,,,0,,,0,,,0,,,0,,,0,,,0
1099,LG23,33.302,ab23_16245458,1.217,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,25.4,0.773077,26,28.5,0.82963,27,,,0,,,0
1100,LG23,33.302,S23_17146066,1.217,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,28.5,0.82963,27,25.4,0.773077,26,,,0,,,0
1101,LG23,37.076,S23_15839712,1.217,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,28.5,0.82963,27,25.4,0.773077,26,,,0,,,0
1102,LG23,37.076,HY_sc23_5065965,1.217,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,28.5,0.82963,27,25.4,0.773077,26,,,0,,,0
1103,LG23,38.748,HY_sc23_7101857,0.687,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,28,0.812903,31,25.6,0.786364,22,,,0,,,0
1104,LG23,40.136,HY_sc23_5863545,1.681,1,-      ,52,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,28.2,0.832143,28,24.6,0.7625,24,,,0,,,0
1105,LG23,41.629,HY_sc23_5376747,1.217,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,25.4,0.773077,26,28.5,0.82963,27,,,0,,,0
1106,LG23,41.629,S23_15538754,1.217,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,25.4,0.773077,26,28.5,0.82963,27,,,0,,,0
1107,LG23,43.401,S23_14498488,1.507,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,25.2,0.768,25,28.6,0.832143,28,,,0,,,0
1108,LG23,43.401,ab23_14311400,1.507,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,25.2,0.768,25,28.6,0.832143,28,,,0,,,0
1109,LG23,43.401,S23_14311402,1.507,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,28.6,0.832143,28,25.2,0.768,25,,,0,,,0
1110,LG23,43.401,HY_sc23_7120149,1.507,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,25.2,0.768,25,28.6,0.832143,28,,,0,,,0
1111,LG23,43.401,HY_sc23_6936793,1.507,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,25.2,0.768,25,28.6,0.832143,28,,,0,,,0
1112,LG23,47.127,S23_12863759,0.738,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,25.9,0.782143,28,28.3,0.824,25,,,0,,,0
1113,LG23,47.362,S23_13049806,0.738,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,25.9,0.782143,28,28.3,0.824,25,,,0,,,0
1114,LG23,47.485,HY_sc23_8543449,0.961,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,25.7,0.777778,27,28.4,0.826923,26,,,0,,,0
1115,LG23,47.485,ab23_13049890,0.961,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,25.7,0.777778,27,28.4,0.826923,26,,,0,,,0
1116,LG23,47.485,S23_12932331,0.961,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,25.7,0.777778,27,28.4,0.826923,26,,,0,,,0
1117,LG23,47.485,S23_13049936,0.961,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,25.7,0.777778,27,28.4,0.826923,26,,,0,,,0
1118,LG23,47.485,HY_sc23_8427379,0.961,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,25.7,0.777778,27,28.4,0.826923,26,,,0,,,0
1119,LG23,49.34,HY_sc23_7345162,1.217,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,28.5,0.82963,27,25.4,0.773077,26,,,0,,,0
1120,LG23,49.34,HY_sc23_8853580,1.217,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,28.5,0.82963,27,25.4,0.773077,26,,,0,,,0
1121,LG23,49.34,S23_12629791,1.217,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,28.5,0.82963,27,25.4,0.773077,26,,,0,,,0
1122,LG23,49.34,S23_12516740,1.217,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,28.5,0.82963,27,25.4,0.773077,26,,,0,,,0
1123,LG23,50.826,S23_10588796,2.671,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,24.8,0.766667,27,29.3,0.838462,26,,,0,,,0
1124,LG23,52.788,HY_sc23_14121095,1.087,1,-      ,52,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,25.1,0.773077,26,27.9,0.826923,26,,,0,,,0
1125,LG23,54.409,HY_sc23_9642388,4.026,2,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,29.5,0.842857,14,24.1,0.736,25,29.8,0.878571,14,,,0,,,0,,,0,,,0,,,0,,,0
1126,LG23,55.412,HY_sc23_8615145,1.347,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,25.6,0.783871,31,28.9,0.827273,22,,,0,,,0
1127,LG23,59.72,ab23_10035624,3.086,1,*      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,29.5,0.857692,26,24.6,0.748148,27,,,0,,,0
1128,LG23,59.72,S23_10035744,3.086,1,*      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,29.5,0.857692,26,24.6,0.748148,27,,,0,,,0
1129,LG23,65.157,HY_sc23_10293337,4.889,1,**     ,52,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,29.2,0.862069,29,23.1,0.721739,23,,,0,,,0
1130,LG23,67.053,HY_sc23_10864499,2.286,1,-      ,51,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,24.1,0.753571,28,28.3,0.852174,23,,,0,,,0
1131,LG23,71.198,S27_16269013,2.678,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,24.9,0.753571,28,29.4,0.856,25,,,0,,,0
1132,LG23,73.163,HY_sc23_11832383,2.305,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,29.3,0.854167,24,25.1,0.758621,29,,,0,,,0
1133,LG23,73.163,S23_6252031,2.305,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,29.3,0.854167,24,25.1,0.758621,29,,,0,,,0
1134,LG23,75.285,HY_sc23_11642290,1.963,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,29.2,0.852174,23,25.3,0.763333,30,,,0,,,0
1135,LG23,94.054,HY_sc23_16877417,0.065,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,26.7,0.788235,34,27.5,0.826316,19,,,0,,,0
1136,LG23,95.647,S23_4017425,0.144,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,26.6,0.784848,33,27.7,0.83,20,,,0,,,0
1137,LG23,98.652,HY_sc23_17033160,0.008,1,-      ,51,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,25.9,0.788235,34,26.2,0.817647,17,,,0,,,0
1138,LG23,101.515,S23_3764739,0.087,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,26.5,0.815,20,27.3,0.793939,33,,,0,,,0
1139,LG23,101.515,HY_sc23_16733695,0.087,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,26.5,0.815,20,27.3,0.793939,33,,,0,,,0
1140,LG23,102.531,S23_3610048,0.065,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,27.5,0.826316,19,26.7,0.788235,34,,,0,,,0
1141,LG23,106.388,S23_3274344,0.065,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,26.7,0.788235,34,27.5,0.826316,19,,,0,,,0
1142,LG23,106.874,HY_sc23_17110586,0.042,2,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,26.7,0.788235,17,27.3,0.796154,26,26.7,0.84,10,,,0,,,0,,,0,,,0,,,0,,,0
1143,LG23,108.218,S23_2353175,0.065,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,26.7,0.788235,34,27.5,0.826316,19,,,0,,,0
1144,LG23,108.218,HY_sc23_18085724,0.065,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,26.7,0.788235,34,27.5,0.826316,19,,,0,,,0
1145,LG23,110.958,S23_2037210,0.251,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,27.9,0.833333,21,26.4,0.78125,32,,,0,,,0
1146,LG23,111.642,S23_2146261,0.387,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,28,0.836364,22,26.3,0.777419,31,,,0,,,0
1147,LG23,113.043,S23_1490396,0.144,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,27.7,0.83,20,26.6,0.784848,33,,,0,,,0
1148,LG23,114.303,S23_2231005,0.55,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,28.2,0.83913,23,26.1,0.773333,30,,,0,,,0
